0.133914,0.322394,-0.0255806,1.51181,-0.0588855,-0.389369
0.133834,0.321032,-0.0393964,1.47174,-0.0985742,-0.383778
0.133704,0.319139,-0.0528989,1.43192,-0.137559,-0.375572
0.133524,0.316768,-0.0659901,1.39243,-0.175602,-0.364852
0.133293,0.313978,-0.078587,1.35334,-0.212495,-0.351744
0.133012,0.310838,-0.0906241,1.31473,-0.248066,-0.336396
0.132681,0.307418,-0.102053,1.27666,-0.28218,-0.318968
0.132301,0.303789,-0.112844,1.2392,-0.314739,-0.299634
0.131873,0.300017,-0.12298,1.20238,-0.345678,-0.278571
0.131396,0.296166,-0.132461,1.16627,-0.374966,-0.255955
0.130871,0.29229,-0.141296,1.13089,-0.4026,-0.231962
0.130299,0.288437,-0.149503,1.09627,-0.428596,-0.206759
0.129681,0.284649,-0.157108,1.06243,-0.452994,-0.180505
0.129018,0.280958,-0.16414,1.0294,-0.475845,-0.153351
0.128311,0.277391,-0.170632,0.997168,-0.497211,-0.125433
0.12756,0.273969,-0.17662,0.965753,-0.517163,-0.0968791
0.126767,0.270705,-0.182137,0.935149,-0.535776,-0.0678036
0.125933,0.26761,-0.187218,0.905352,-0.553124,-0.0383103
0.125059,0.26469,-0.191897,0.876351,-0.569287,-0.00849175
0.124146,0.261948,-0.196204,0.848133,-0.584339,0.0215697
0.123196,0.259382,-0.200171,0.820684,-0.598355,0.0518012
0.122211,0.256991,-0.203826,0.793986,-0.611405,0.0821386
0.121191,0.254772,-0.207194,0.768019,-0.623557,0.112526
0.120138,0.252718,-0.210299,0.742762,-0.634874,0.142914
0.119054,0.250823,-0.213164,0.718193,-0.645418,0.173261
0.11794,0.249081,-0.21581,0.69429,-0.655244,0.20353
0.116798,0.247484,-0.218254,0.671028,-0.664404,0.233689
0.115631,0.246025,-0.220514,0.648385,-0.672948,0.26371
0.114438,0.244696,-0.222605,0.626336,-0.68092,0.293571
0.113223,0.243489,-0.224541,0.604858,-0.688362,0.323252
0.111988,0.242397,-0.226335,0.583928,-0.695313,0.352734
0.110734,0.241412,-0.227999,0.563522,-0.701807,0.382005
0.109463,0.240527,-0.229543,0.543619,-0.707878,0.411051
0.108177,0.239735,-0.230976,0.524195,-0.713556,0.439862
0.106879,0.23903,-0.232307,0.505229,-0.718868,0.468429
0.10557,0.238404,-0.233545,0.486701,-0.72384,0.496744
0.104254,0.237853,-0.234696,0.468589,-0.728495,0.524801
0.102931,0.237369,-0.235767,0.450874,-0.732854,0.552594
0.101605,0.236949,-0.236763,0.433538,-0.736937,0.580117
0.100278,0.236585,-0.23769,0.41656,-0.740763,0.607367
0.098953,0.236274,-0.238554,0.399925,-0.744348,0.634339
0.0976316,0.236011,-0.239357,0.383614,-0.747707,0.66103
0.096317,0.235791,-0.240105,0.367611,-0.750854,0.687435
0.0950119,0.235611,-0.240802,0.351899,-0.753802,0.713551
0.093719,0.235466,-0.241449,0.336465,-0.756563,0.739375
0.0924413,0.235352,-0.242051,0.321291,-0.759148,0.764903
0.0911817,0.235268,-0.242611,0.306365,-0.761568,0.790131
0.0899434,0.235208,-0.24313,0.291673,-0.76383,0.815056
0.0887295,0.235171,-0.243612,0.2772,-0.765944,0.839673
0.0875433,0.235153,-0.244058,0.262935,-0.767917,0.863979
0.086388,0.235152,-0.24447,0.248864,-0.769757,0.887968
0.0852671,0.235165,-0.24485,0.234976,-0.771469,0.911636
0.0841841,0.235191,-0.2452,0.22126,-0.773061,0.934977
0.0831425,0.235227,-0.245521,0.207703,-0.774537,0.957987
0.082146,0.23527,-0.245815,0.194295,-0.775903,0.98066
0.0811982,0.23532,-0.246082,0.181025,-0.777163,1.00299
0.0803029,0.235374,-0.246324,0.167883,-0.778321,1.02497
0.0794636,0.235431,-0.246542,0.154859,-0.779381,1.0466
0.0786842,0.235489,-0.246736,0.141943,-0.780346,1.06787
0.0779683,0.235547,-0.246908,0.129126,-0.78122,1.08877
0.0773196,0.235604,-0.247058,0.116397,-0.782005,1.1093
0.0767416,0.235658,-0.247186,0.103749,-0.782704,1.12946
0.0762378,0.235708,-0.247294,0.091172,-0.783319,1.14923
0.0758115,0.235753,-0.247382,0.078657,-0.783852,1.16862
0.0754658,0.235793,-0.24745,0.0661954,-0.784304,1.18762
0.0752037,0.235826,-0.247498,0.0537787,-0.784677,1.20624
0.0750279,0.235851,-0.247528,0.0413984,-0.784971,1.22446
0.074941,0.235868,-0.247538,0.029046,-0.785189,1.24228
0.0749451,0.235876,-0.247529,0.0167132,-0.78533,1.25972
0.0750423,0.235874,-0.247502,0.0043916,-0.785395,1.27677
0.0752342,0.235861,-0.247455,-0.00792701,-0.785384,1.29343
0.0755222,0.235838,-0.24739,-0.020251,-0.785297,1.30971
0.0759075,0.235802,-0.247306,-0.0325885,-0.785134,1.32562
0.0763909,0.235754,-0.247203,-0.0449481,-0.784895,1.34116
0.0769729,0.235693,-0.247081,-0.057338,-0.784578,1.35634
0.077654,0.235618,-0.246939,-0.0697667,-0.784182,1.37117
0.0784342,0.235529,-0.246777,-0.0822428,-0.783707,1.38566
0.0793136,0.235426,-0.246595,-0.0947747,-0.783151,1.39982
0.0802919,0.235307,-0.246392,-0.107371,-0.782512,1.41366
0.0813688,0.235172,-0.246167,-0.120042,-0.781789,1.4272
0.0825441,0.23502,-0.24592,-0.132795,-0.780978,1.44046
0.0838172,0.234851,-0.245651,-0.145639,-0.780079,1.45344
0.0851878,0.234665,-0.245358,-0.158585,-0.779086,1.46615
0.0866554,0.234459,-0.245041,-0.171642,-0.777999,1.47862
0.0882198,0.234234,-0.244698,-0.18482,-0.776812,1.49086
0.0898807,0.233988,-0.244328,-0.198128,-0.775522,1.50288
0.0916378,0.233721,-0.243931,-0.211578,-0.774125,1.5147
0.0934914,0.233431,-0.243504,-0.225179,-0.772616,1.52633
0.0954414,0.233118,-0.243047,-0.238944,-0.770991,1.53779
0.0974882,0.232781,-0.242558,-0.252883,-0.769242,1.54908
0.0996323,0.232417,-0.242034,-0.267008,-0.767365,1.56022
0.101875,0.232026,-0.241475,-0.281332,-0.765352,1.57124
0.104216,0.231607,-0.240878,-0.295866,-0.763196,1.58212
0.106657,0.231157,-0.240241,-0.310624,-0.76089,1.5929
0.1092,0.230675,-0.239561,-0.32562,-0.758424,1.60358
0.111846,0.230159,-0.238835,-0.340867,-0.755789,1.61417
0.114597,0.229607,-0.238061,-0.356379,-0.752976,1.62468
0.117455,0.229017,-0.237235,-0.372173,-0.749971,1.63512
0.120422,0.228386,-0.236354,-0.388263,-0.746765,1.6455
0.123502,0.227712,-0.235414,-0.404665,-0.743343,1.65583
0.126696,0.226992,-0.23441,-0.421397,-0.73969,1.66612
0.130008,0.226223,-0.233337,-0.438475,-0.735793,1.67637
0.133442,0.225401,-0.232191,-0.455919,-0.731632,1.68659
0.137,0.224523,-0.230966,-0.473745,-0.72719,1.69679
0.140687,0.223586,-0.229655,-0.491974,-0.722446,1.70696
0.144506,0.222584,-0.228252,-0.510626,-0.717379,1.71713
0.148461,0.221515,-0.22675,-0.529721,-0.711965,1.72727
0.152557,0.220372,-0.225139,-0.549281,-0.706177,1.73741
0.156797,0.219151,-0.223411,-0.569326,-0.699988,1.74753
0.161186,0.217846,-0.221556,-0.58988,-0.693366,1.75764
0.165728,0.216452,-0.219562,-0.610965,-0.686278,1.76773
0.170426,0.214963,-0.217419,-0.632604,-0.678688,1.7778
0.175285,0.213371,-0.215112,-0.654821,-0.670557,1.78785
0.180307,0.211671,-0.212626,-0.677639,-0.661841,1.79786
0.185495,0.209855,-0.209946,-0.701083,-0.652494,1.80783
0.19085,0.207917,-0.207055,-0.725175,-0.642468,1.81775
0.196375,0.205848,-0.203933,-0.749939,-0.631708,1.82759
0.202067,0.203643,-0.200558,-0.775397,-0.620157,1.83734
0.207924,0.201294,-0.196909,-0.801572,-0.607754,1.84699
0.213943,0.198795,-0.192961,-0.828484,-0.594434,1.8565
0.220116,0.19614,-0.188687,-0.856152,-0.580129,1.86586
0.226434,0.193326,-0.184058,-0.884593,-0.564766,1.87502
0.232883,0.190351,-0.179045,-0.913821,-0.54827,1.88397
0.239446,0.187213,-0.173615,-0.943849,-0.530567,1.89266
0.246099,0.183916,-0.167736,-0.974685,-0.511578,1.90105
0.252815,0.180467,-0.161373,-1.00633,-0.491227,1.90911
0.25956,0.176877,-0.154493,-1.03879,-0.469442,1.9168
0.266293,0.173163,-0.147063,-1.07206,-0.446153,1.92406
0.272966,0.169348,-0.139053,-1.10612,-0.421301,1.93086
0.279523,0.165464,-0.130435,-1.14096,-0.394838,1.93715
0.285902,0.16155,-0.121188,-1.17656,-0.366731,1.9429
0.292033,0.157652,-0.111299,-1.21288,-0.336967,1.94805
0.29784,0.153827,-0.100764,-1.24988,-0.305558,1.95258
0.303244,0.150138,-0.0895906,-1.28753,-0.272545,1.95646
0.308162,0.146655,-0.0778022,-1.32576,-0.238002,1.95965
0.312513,0.143451,-0.0654377,-1.36451,-0.202035,1.96214
0.316219,0.140601,-0.0525532,-1.40372,-0.164793,1.96392
0.319209,0.138175,-0.0392223,-1.44332,-0.126458,1.96498
0.321422,0.136237,-0.0255351,-1.48322,-0.0872451,1.9653
0.322813,0.134841,-0.0115957,-1.52334,-0.0474021,1.9649
0.323352,0.134023,0.00248093,-1.5636,-0.00719669,1.96378
0.323028,0.133803,0.0165738,-1.60391,0.0330898,1.96193
0.321848,0.134182,0.0305608,-1.64417,0.0731729,1.95937
0.31984,0.135141,0.0443239,-1.6843,0.112775,1.95612
0.317046,0.136644,0.0577541,-1.72421,0.151637,1.95217
0.313524,0.138641,0.0707552,-1.76382,0.189521,1.94755
0.309345,0.141069,0.0832471,-1.80305,0.226226,1.94227
0.304585,0.143861,0.0951669,-1.84182,0.261583,1.93635
0.299326,0.146946,0.106469,-1.88008,0.29546,1.92982
0.293651,0.150252,0.117126,-1.91775,0.327764,1.92271
0.287639,0.153714,0.127124,-1.95478,0.358435,1.91504
0.281369,0.157271,0.136464,-1.99114,0.387444,1.90686
0.27491,0.160868,0.145158,-2.02678,0.414792,1.8982
0.268328,0.164461,0.153225,-2.06167,0.440499,1.88909
0.261679,0.16801,0.160692,-2.09578,0.464605,1.87959
0.255013,0.171484,0.16759,-2.12911,0.487164,1.86972
0.248373,0.174861,0.173952,-2.16163,0.508242,1.85954
0.241794,0.178123,0.179813,-2.19335,0.527908,1.84908
0.235306,0.181257,0.185209,-2.22426,0.546238,1.83837
0.228931,0.184254,0.190173,-2.25438,0.56331,1.82745
0.22269,0.187111,0.19474,-2.2837,0.579202,1.81635
0.216596,0.189826,0.19894,-2.31224,0.593989,1.8051
0.210659,0.1924,0.202805,-2.34001,0.607745,1.79373
0.204888,0.194835,0.206361,-2.36703,0.620543,1.78226
0.199288,0.197135,0.209636,-2.39333,0.632448,1.7707
0.19386,0.199304,0.212652,-2.41892,0.643525,1.75908
0.188607,0.201349,0.215432,-2.44382,0.653835,1.74741
0.183528,0.203274,0.217996,-2.46806,0.663433,1.73571
0.178621,0.205086,0.220361,-2.49165,0.67237,1.72397
0.173884,0.206791,0.222546,-2.51463,0.680697,1.7122
0.169314,0.208394,0.224566,-2.53702,0.688457,1.70042
0.164908,0.209901,0.226433,-2.55884,0.695692,1.68863
0.160662,0.211318,0.22816,-2.58012,0.702441,1.67682
0.156572,0.212651,0.22976,-2.60087,0.708737,1.665
0.152635,0.213904,0.231242,-2.62112,0.714615,1.65316
0.148845,0.215082,0.232616,-2.6409,0.720103,1.64131
0.145199,0.21619,0.233889,-2.66022,0.725229,1.62943
0.141693,0.217232,0.235071,-2.67911,0.730017,1.61753
0.138323,0.218213,0.236167,-2.69759,0.734492,1.6056
0.135085,0.219135,0.237185,-2.71568,0.738674,1.59363
0.131976,0.220004,0.238129,-2.73339,0.742582,1.58162
0.128993,0.220821,0.239006,-2.75075,0.746235,1.56956
0.126131,0.221591,0.23982,-2.76777,0.749649,1.55743
0.123389,0.222315,0.240574,-2.78448,0.752838,1.54524
0.120763,0.222997,0.241275,-2.80089,0.755817,1.53297
0.118251,0.22364,0.241923,-2.81701,0.758598,1.52061
0.115849,0.224245,0.242524,-2.83287,0.761192,1.50816
0.113557,0.224815,0.24308,-2.84847,0.763611,1.4956
0.111372,0.225352,0.243594,-2.86384,0.765864,1.48292
0.109291,0.225857,0.244067,-2.87898,0.767959,1.47011
0.107314,0.226334,0.244503,-2.89391,0.769906,1.45717
0.105437,0.226782,0.244904,-2.90865,0.771711,1.44408
0.103661,0.227204,0.24527,-2.92321,0.773381,1.43083
0.101984,0.227602,0.245605,-2.93759,0.774923,1.41741
0.100404,0.227976,0.245908,-2.95182,0.776342,1.40381
0.0989199,0.228328,0.246183,-2.9659,0.777643,1.39002
0.0975309,0.22866,0.246429,-2.97985,0.778831,1.37603
0.0962359,0.228972,0.246649,-2.99367,0.77991,1.36182
